ISO,Country,City,Year,Total_NO2_molecules
UGA,Uganda,Fort Portal,2022,1.4450438126707955e+18
AGO,Angola,Luanda,2023,4.4971879997603584e+18
AGO,Angola,Benguela,2023,2.1036814107657513e+18
AGO,Angola,Lobito,2023,2.102605764076395e+18
AGO,Angola,Huambo,2023,3.2359107933968015e+18
AGO,Angola,Lubango,2023,1.9837541167416376e+18
AGO,Angola,Cabinda,2023,2.668092951765674e+18
AGO,Angola,Malanje,2023,4.2522506717878016e+18
AGO,Angola,Namibe,2023,1.4933311043906596e+18
AGO,Angola,Sumbe,2023,2.2328029909485624e+18
AGO,Angola,Uige,2023,4.230711069479182e+18
AGO,Angola,Soyo,2023,2.7973863918200863e+18
BEN,Benin,Bohicon,2023,3.2252636002759613e+18
BEN,Benin,Abomey,2023,3.197075486476067e+18
BEN,Benin,Ouidah,2023,2.714250015277664e+18
BEN,Benin,Kandi,2023,2.7925740374245417e+18
BEN,Benin,Natitingou,2023,2.8080708893916314e+18
BEN,Benin,Save,2023,2.965308732330255e+18
BEN,Benin,Savalou,2023,2.832493108225631e+18
BEN,Benin,Comé,2023,2.710283067847372e+18
BEN,Benin,Allada,2023,3.174630519233919e+18
BEN,Benin,Dogbo,2023,3.2712831890739507e+18
BEN,Benin,Lokossa,2023,3.255140482586075e+18
BEN,Benin,Tchaourou,2023,2.6917080294870523e+18
BEN,Benin,Malanville,2023,2.7375496174861747e+18
BEN,Benin,Tanguiéta,2023,2.9382560841834383e+18
BEN,Benin,Bassila,2023,2.748096307825467e+18
BEN,Benin,Pobe,2023,3.842941842044717e+18
BEN,Benin,Ketou,2023,3.4137056141348905e+18
BWA,Botswana,Gaborone,2023,2.621524034795354e+18
BWA,Botswana,Francistown,2023,1.9339728266413135e+18
BWA,Botswana,Maun,2023,2.0441924814622213e+18
BWA,Botswana,Serowe,2023,1.929458675990444e+18
BWA,Botswana,Kanye,2023,2.0399891504781793e+18
BWA,Botswana,Molepolole,2023,2.008105247933053e+18
BWA,Botswana,Mochudi,2023,2.429406299252709e+18
BWA,Botswana,Selebi-Phikwe,2023,1.8817626956984535e+18
BWA,Botswana,Palapye,2023,2.308795659021479e+18
BWA,Botswana,Lobatse,2023,2.0929738592343644e+18
BWA,Botswana,Ramotswa,2023,2.4283348074968033e+18
BWA,Botswana,Letlhakane,2023,1.6979479790633457e+18
BWA,Botswana,Orapa,2023,1.644487957212348e+18
BWA,Botswana,Kasane,2023,2.438008606194753e+18
BWA,Botswana,Ghanzi,2023,1.736442145395774e+18
BWA,Botswana,Jwaneng,2023,2.29649228999953e+18
BWA,Botswana,Tsabong,2023,1.5529878718581402e+18
BWA,Botswana,Shoshong,2023,2.129728687520711e+18
BFA,Burkina Faso,Ouagadougou,2023,3.133370953281288e+18
BFA,Burkina Faso,Bobo-Dioulasso,2023,2.487931694641582e+18
BFA,Burkina Faso,Koudougou,2023,2.375241926184221e+18
BFA,Burkina Faso,Banfora,2023,2.2256267183375872e+18
BFA,Burkina Faso,Ouahigouya,2023,2.2545096161160407e+18
BFA,Burkina Faso,Kaya,2023,2.320570034003969e+18
BFA,Burkina Faso,Tenkodogo,2023,2.1621296078157627e+18
BFA,Burkina Faso,Fada N'Gourma,2023,2.2047335855739604e+18
BFA,Burkina Faso,Dedougou,2023,2.3337940502423086e+18
BFA,Burkina Faso,Dori,2023,2.0851111096065298e+18
BFA,Burkina Faso,Gaoua,2023,2.675511496992138e+18
BFA,Burkina Faso,Kongoussi,2023,2.3802682756899174e+18
BFA,Burkina Faso,Manga,2023,2.187264079961393e+18
BFA,Burkina Faso,Reo,2023,2.349764243547438e+18
BFA,Burkina Faso,Ziniare,2023,2.537984856238853e+18
BFA,Burkina Faso,Hounde,2023,2.428181412802086e+18
BFA,Burkina Faso,Po,2023,2.519383187820812e+18
BFA,Burkina Faso,Leo,2023,2.4297947250986404e+18
BDI,Burundi,Bujumbura,2023,2.2694039845078835e+18
BDI,Burundi,Gitega,2023,1.5441487082098575e+18
BDI,Burundi,Ngozi,2023,1.662510263740268e+18
BDI,Burundi,Rumonge,2023,1.8742526865683313e+18
BDI,Burundi,Bururi,2023,1.6814775213512243e+18
BDI,Burundi,Muyinga,2023,1.6746295969817083e+18
BDI,Burundi,Ruyigi,2023,1.792226989851067e+18
BDI,Burundi,Makamba,2023,1.7690625999310034e+18
BDI,Burundi,Kayanza,2023,1.6636520227694787e+18
BDI,Burundi,Muramvya,2023,1.8133727777703383e+18
BDI,Burundi,Cibitoke,2023,2.1337583771538506e+18
BDI,Burundi,Karuzi,2023,1.689490364565379e+18
BDI,Burundi,Kirundo,2023,1.790997255131586e+18
BDI,Burundi,Mwaro,2023,1.5464491228781268e+18
BDI,Burundi,Nyanza-Lac,2023,1.948721123954305e+18
CMR,Cameroon,Douala,2023,3.1166880137665843e+18
CMR,Cameroon,Yaounde,2023,3.0775477648662564e+18
CMR,Cameroon,Garoua,2023,2.849076986803403e+18
CMR,Cameroon,Bamenda,2023,3.0774749879934346e+18
CMR,Cameroon,Maroua,2023,2.693287578957134e+18
CMR,Cameroon,Ngaoundere,2023,2.6441461192684206e+18
CMR,Cameroon,Bafoussam,2023,2.9809212443482445e+18
CMR,Cameroon,Bertoua,2023,2.7889643735589796e+18
CMR,Cameroon,Ebolowa,2023,2.1118881087598671e+18
CMR,Cameroon,Kribi,2023,2.3217258241398246e+18
CMR,Cameroon,Limbe,2023,2.3034183847672668e+18
CMR,Cameroon,Kumba,2023,2.5631126470452705e+18
CMR,Cameroon,Nkongsamba,2023,2.519713335709748e+18
CMR,Cameroon,Edea,2023,2.6244848770521405e+18
CMR,Cameroon,Sangmelima,2023,2.1543386490422712e+18
CMR,Cameroon,Foumban,2023,2.75636866110511e+18
CMR,Cameroon,Dschang,2023,2.965068152660357e+18
CMR,Cameroon,Kousseri,2023,3.187040524219588e+18
CAF,Central African Republic,Bangui,2023,3.027775296364936e+18
CAF,Central African Republic,Bimbo,2023,2.746334439887045e+18
CAF,Central African Republic,Berberati,2023,2.842683297538672e+18
CAF,Central African Republic,Bambari,2023,2.9848993903135933e+18
CAF,Central African Republic,Bouar,2023,3.3372390017232435e+18
CAF,Central African Republic,Bossangoa,2023,3.4689630470481884e+18
CAF,Central African Republic,Bria,2023,2.904090722741095e+18
CAF,Central African Republic,Bangassou,2023,2.526015588745222e+18
CAF,Central African Republic,Kaga-Bandoro,2023,3.754658608631097e+18
CAF,Central African Republic,Mbaiki,2023,2.3557611196217713e+18
CAF,Central African Republic,Bozoum,2023,2.9875202143567493e+18
CAF,Central African Republic,Carnot,2023,3.8862913985587707e+18
CAF,Central African Republic,Sibut,2023,3.0903878523567e+18
CAF,Central African Republic,Alindao,2023,2.943037422635611e+18
CAF,Central African Republic,Mobaye,2023,2.548962257925204e+18
CAF,Central African Republic,Nola,2023,2.123086936452604e+18
TCD,Chad,N'Djamena,2023,3.151361335639332e+18
TCD,Chad,Moundou,2023,2.7981990977343396e+18
TCD,Chad,Sarh,2023,2.99807003077069e+18
TCD,Chad,Abeche,2023,2.202540078408786e+18
TCD,Chad,Kelo,2023,2.667095532497541e+18
TCD,Chad,Koumra,2023,3.0972732181901046e+18
TCD,Chad,Pala,2023,2.62291974047855e+18
TCD,Chad,Am Timan,2023,2.857914331538746e+18
TCD,Chad,Bongor,2023,2.812805199313019e+18
TCD,Chad,Mongo,2023,2.5156845298163476e+18
TCD,Chad,Faya-Largeau,2023,1.3203538777044943e+18
TCD,Chad,Doba,2023,3.020592991990905e+18
TCD,Chad,Ati,2023,2.314390940146699e+18
TCD,Chad,Biltine,2023,2.0131851134678948e+18
TCD,Chad,Mao,2023,1.8417540943734024e+18
TCD,Chad,Massakory,2023,2.1955701983227156e+18
COD,DR Congo,Kinshasa,2023,4.811949682837677e+18
COD,DR Congo,Lubumbashi,2023,4.2122842406735283e+18
COD,DR Congo,Mbuji-Mayi,2023,4.107410655511894e+18
COD,DR Congo,Kisangani,2023,2.125701071917465e+18
COD,DR Congo,Goma,2023,1.5739037647584317e+18
COD,DR Congo,Bukavu,2023,1.8461703762894633e+18
COD,DR Congo,Kananga,2023,4.3623714655010355e+18
COD,DR Congo,Kolwezi,2023,5.205875876038276e+18
COD,DR Congo,Tshikapa,2023,5.027372600551797e+18
COD,DR Congo,Matadi,2023,3.2614679910605056e+18
COD,DR Congo,Boma,2023,2.991134858052483e+18
COD,DR Congo,Uvira,2023,2.1295280610163986e+18
COD,DR Congo,Kindu,2023,2.6150786693096494e+18
COD,DR Congo,Kalemie,2023,2.3489476625009684e+18
COD,DR Congo,Likasi,2023,4.378910275560473e+18
COD,DR Congo,Kikwit,2023,4.641114602692128e+18
COD,DR Congo,Gemena,2023,2.4427794082812995e+18
COD,DR Congo,Isiro,2023,2.064629201839692e+18
COG,Congo Republic,Brazzaville,2023,4.767809379251426e+18
COG,Congo Republic,Pointe-Noire,2023,2.9289240569743944e+18
COG,Congo Republic,Dolisie,2023,3.2407742018718433e+18
COG,Congo Republic,Nkayi,2023,3.3804074353201684e+18
COG,Congo Republic,Owando,2023,2.389223283573463e+18
COG,Congo Republic,Ouesso,2023,2.0037487337494794e+18
COG,Congo Republic,Impfondo,2023,1.849263903769105e+18
COG,Congo Republic,Sibiti,2023,2.8884253949062953e+18
COG,Congo Republic,Madingou,2023,3.4219999961474734e+18
COG,Congo Republic,Kinkala,2023,3.787343878846725e+18
COG,Congo Republic,Mossendjo,2023,2.36303085029687e+18
COG,Congo Republic,Gamboma,2023,3.5864090006253373e+18
COG,Congo Republic,Djambala,2023,3.7297729372185887e+18
CIV,Cote d'Ivoire,Abidjan,2023,4.143452225432542e+18
CIV,Cote d'Ivoire,Yamoussoukro,2023,2.627956980662177e+18
CIV,Cote d'Ivoire,Bouake,2023,2.5230110422423675e+18
CIV,Cote d'Ivoire,Daloa,2023,2.0010513773624732e+18
CIV,Cote d'Ivoire,San-Pedro,2023,1.522763957058212e+18
CIV,Cote d'Ivoire,Korhogo,2023,2.1523687091660733e+18
CIV,Cote d'Ivoire,Man,2023,1.934570875969724e+18
CIV,Cote d'Ivoire,Gagnoa,2023,2.035784708234721e+18
CIV,Cote d'Ivoire,Abengourou,2023,2.205092939762507e+18
CIV,Cote d'Ivoire,Bondoukou,2023,2.345995599592908e+18
CIV,Cote d'Ivoire,Divo,2023,2.105871583745917e+18
CIV,Cote d'Ivoire,Odienne,2023,2.3635069565137357e+18
CIV,Cote d'Ivoire,Ferkessedougou,2023,2.1964599584648205e+18
CIV,Cote d'Ivoire,Soubre,2023,1.8686845839701184e+18
CIV,Cote d'Ivoire,Sassandra,2023,1.5834730821105948e+18
CIV,Cote d'Ivoire,Agboville,2023,2.4024314510904223e+18
CIV,Cote d'Ivoire,Grand-Bassam,2023,2.5598773471655434e+18
CIV,Cote d'Ivoire,Dabou,2023,2.6590062996892416e+18
ETH,Ethiopia,Addis Ababa,2023,2.44015665315513e+18
ETH,Ethiopia,Dire Dawa,2023,1.4566507683801833e+18
ETH,Ethiopia,Mekelle,2023,1.5578222945234696e+18
ETH,Ethiopia,Bahir Dar,2023,1.869978316265979e+18
ETH,Ethiopia,Hawassa,2023,1.4395303190247322e+18
ETH,Ethiopia,Adama,2023,1.4720905363404442e+18
ETH,Ethiopia,Gondar,2023,1.7082367189711473e+18
ETH,Ethiopia,Jimma,2023,1.4986188327171128e+18
ETH,Ethiopia,Dessie,2023,1.209030624849361e+18
ETH,Ethiopia,Shashamane,2023,1.400702031777881e+18
ETH,Ethiopia,Harar,2023,1.2073794381139154e+18
ETH,Ethiopia,Arba Minch,2023,1.1597862791023823e+18
ETH,Ethiopia,Debre Markos,2023,1.5566169507719788e+18
ETH,Ethiopia,Debre Birhan,2023,1.0506587862484212e+18
ETH,Ethiopia,Nekemte,2023,2.0754247295984676e+18
ETH,Ethiopia,Asella,2023,1.1564629513185705e+18
ETH,Ethiopia,Wolaita Sodo,2023,1.3608384931710858e+18
ETH,Ethiopia,Jijiga,2023,1.0984220785637535e+18
GAB,Gabon,Libreville,2023,2.673976073679192e+18
GAB,Gabon,Port-Gentil,2023,2.2987808265007068e+18
GAB,Gabon,Franceville,2023,2.4098952105237893e+18
GAB,Gabon,Oyem,2023,2.0259507055367055e+18
GAB,Gabon,Moanda,2023,2.490741921972672e+18
GAB,Gabon,Lambarene,2023,2.306976100715919e+18
GAB,Gabon,Mouila,2023,2.1834082742037138e+18
GAB,Gabon,Koulamoutou,2023,2.291759998727847e+18
GAB,Gabon,Tchibanga,2023,2.343255311595526e+18
GAB,Gabon,Makokou,2023,2.0571577928956626e+18
GAB,Gabon,Bitam,2023,2.099577846299265e+18
GAB,Gabon,Ndende,2023,2.2931083600575654e+18
GHA,Ghana,Accra,2023,3.383000277479715e+18
GHA,Ghana,Kumasi,2023,3.2490748182420244e+18
GHA,Ghana,Tamale,2023,3.1683467411630346e+18
GHA,Ghana,Sekondi-Takoradi,2023,2.262352530549754e+18
GHA,Ghana,Sunyani,2023,2.5818347360612147e+18
GHA,Ghana,Cape Coast,2023,2.0758255747729188e+18
GHA,Ghana,Koforidua,2023,3.121219311722461e+18
GHA,Ghana,Ho,2023,3.42704057166946e+18
GHA,Ghana,Tema,2023,3.520822166453597e+18
GHA,Ghana,Obuasi,2023,2.6661123060175616e+18
GHA,Ghana,Bolgatanga,2023,2.70193699328964e+18
GHA,Ghana,Wa,2023,2.91798666516408e+18
GHA,Ghana,Techiman,2023,2.786434341397489e+18
GHA,Ghana,Tarkwa,2023,2.7072881371678223e+18
GHA,Ghana,Sefwi Wiawso,2023,2.3305979704164065e+18
GHA,Ghana,Nkawkaw,2023,3.0430333204940027e+18
GHA,Ghana,Dunkwa-on-Offin,2023,2.5899841841278433e+18
GHA,Ghana,Yendi,2023,3.1046530120431565e+18
KEN,Kenya,Nairobi,2023,2.694383624877341e+18
KEN,Kenya,Mombasa,2023,1.4566712477821484e+18
KEN,Kenya,Kisumu,2023,1.97924187278985e+18
KEN,Kenya,Nakuru,2023,1.396820828745767e+18
KEN,Kenya,Eldoret,2023,1.1618120805859822e+18
KEN,Kenya,Thika,2023,1.7352408557016975e+18
KEN,Kenya,Malindi,2023,8.387690772379475e+17
KEN,Kenya,Kitale,2023,1.126788244936468e+18
KEN,Kenya,Garissa,2023,8.765152901580618e+17
KEN,Kenya,Nyeri,2023,1.1849821102976003e+18
KEN,Kenya,Machakos,2023,1.1571331125048755e+18
KEN,Kenya,Meru,2023,9.39705852637963e+17
KEN,Kenya,Kericho,2023,1.4879686492866232e+18
KEN,Kenya,Naivasha,2023,1.441697391453006e+18
KEN,Kenya,Embu,2023,1.0089167588089427e+18
KEN,Kenya,Lodwar,2023,9.123606901004472e+17
KEN,Kenya,Isiolo,2023,9.688842116585587e+17
KEN,Kenya,Wajir,2023,8.052259462218592e+17
LSO,Lesotho,Maseru,2023,1.7347143563840364e+18
LSO,Lesotho,Teyateyaneng,2023,1.7056834923692785e+18
LSO,Lesotho,Mafeteng,2023,1.7413475211364188e+18
LBR,Liberia,Monrovia,2023,1.973705365027017e+18
LBR,Liberia,Gbarnga,2023,2.0019757261284577e+18
LBR,Liberia,Buchanan,2023,1.778400558284275e+18
LBR,Liberia,Harper,2023,1.6142847827046277e+18
LBR,Liberia,Voinjama,2023,2.570031922741537e+18
LBR,Liberia,Zwedru,2023,1.7758986714334715e+18
LBR,Liberia,Kakata,2023,2.0636084070252099e+18
LBR,Liberia,Greenville,2023,1.6385508176542612e+18
LBR,Liberia,Tubmanburg,2023,2.1594034982246922e+18
LBR,Liberia,Ganta,2023,1.8765216755801185e+18
LBR,Liberia,Robertsport,2023,1.8443564254205676e+18
LBR,Liberia,Fish Town,2023,1.7465305318729825e+18
MDG,Madagascar,Antananarivo,2023,2.2231339513329528e+18
MDG,Madagascar,Toamasina,2023,1.2620895571470423e+18
MDG,Madagascar,Antsirabe,2023,1.7079218600557888e+18
MDG,Madagascar,Mahajanga,2023,1.5569454686765765e+18
MDG,Madagascar,Fianarantsoa,2023,1.5438328366687918e+18
MDG,Madagascar,Toliara,2023,1.4296349959613036e+18
MDG,Madagascar,Antsiranana,2023,1.0160738330372086e+18
MDG,Madagascar,Morondava,2023,1.7956236066742188e+18
MDG,Madagascar,Sambava,2023,1.0002871423344087e+18
MDG,Madagascar,Ambatondrazaka,2023,1.5997809218434483e+18
MDG,Madagascar,Farafangana,2023,1.393193282089911e+18
MDG,Madagascar,Mananjary,2023,1.311166313925381e+18
MDG,Madagascar,Manakara,2023,1.3458196546257495e+18
MDG,Madagascar,Antalaha,2023,1.0150722787103296e+18
MDG,Madagascar,Hell-Ville,2023,1.227362784670934e+18
MDG,Madagascar,Marovoay,2023,1.6469159882625894e+18
MDG,Madagascar,Ambanja,2023,1.375400195807626e+18
MWI,Malawi,Lilongwe,2023,2.336124497716859e+18
MWI,Malawi,Blantyre,2023,2.6487803403478815e+18
MWI,Malawi,Mzuzu,2023,2.1825524367602596e+18
MWI,Malawi,Zomba,2023,2.2706409750776504e+18
MWI,Malawi,Karonga,2023,1.8185113516017009e+18
MWI,Malawi,Mangochi,2023,2.2018201040783844e+18
MWI,Malawi,Salima,2023,2.0506294833817661e+18
MLI,Mali,Bamako,2023,3.9331646791504794e+18
MLI,Mali,Sikasso,2023,2.2380754361623204e+18
MLI,Mali,Mopti,2023,2.1015384806960084e+18
MLI,Mali,Koutiala,2023,2.1937818485612155e+18
MLI,Mali,Kayes,2023,2.6587978571696625e+18
MLI,Mali,Segou,2023,2.1549203952258324e+18
MWI,Malawi,Karonga,2023,1.8185113516017009e+18
MWI,Malawi,Mangochi,2023,2.2018201040783844e+18
MWI,Malawi,Salima,2023,2.0506294833817661e+18
MRT,Mauritania,Nouakchott,2023,1.944509737753979e+18
MRT,Mauritania,Nouadhibou,2023,1.2406462142774595e+18
MRT,Mauritania,Rosso,2023,1.7279187439676703e+18
MRT,Mauritania,Zouerate,2023,1.5655260802985318e+18
MRT,Mauritania,Atar,2023,1.1299906191277425e+18
MRT,Mauritania,Kaedi,2023,1.6737604719102804e+18
MOZ,Mozambique,Maputo,2023,4.27403965783612e+18
MOZ,Mozambique,Matola,2023,4.557659183714447e+18
MOZ,Mozambique,Beira,2023,1.9261822834479757e+18
MOZ,Mozambique,Nampula,2023,2.2772692076369946e+18
MOZ,Mozambique,Chimoio,2023,2.879949849107676e+18
MOZ,Mozambique,Nacala,2023,1.4298260127575462e+18
MOZ,Mozambique,Quelimane,2023,2.136437747427974e+18
MOZ,Mozambique,Tete,2023,2.5886613048781655e+18
MOZ,Mozambique,Pemba,2023,1.3661245421878052e+18
MOZ,Mozambique,Lichinga,2023,2.2796303589026483e+18
MOZ,Mozambique,Xai-Xai,2023,2.101376123845693e+18
MOZ,Mozambique,Maxixe,2023,1.4410687040790733e+18
NGA,Nigeria,Lagos,2023,7.310565147979031e+18
NGA,Nigeria,Abuja,2023,6.046504421890789e+18
NGA,Nigeria,Kano,2023,4.0714951743783014e+18
NGA,Nigeria,Ibadan,2023,5.043056725246392e+18
NGA,Nigeria,Port Harcourt,2023,4.989247750115309e+18
NGA,Nigeria,Benin City,2023,4.821701111487955e+18
NGA,Nigeria,Onitsha,2023,4.63251458723593e+18
NGA,Nigeria,Aba,2023,4.500566051062993e+18
NGA,Nigeria,Kaduna,2023,3.5783949666922e+18
NGA,Nigeria,Enugu,2023,4.4021411345859794e+18
NGA,Nigeria,Ilorin,2023,3.534591783516525e+18
NGA,Nigeria,Warri,2023,4.4608665469595044e+18
NGA,Nigeria,Maiduguri,2023,3.367866212505462e+18
NGA,Nigeria,Zaria,2023,3.3198997887980037e+18
NGA,Nigeria,Sokoto,2023,3.184472848289035e+18
NGA,Nigeria,Uyo,2023,4.028992382119383e+18
NGA,Nigeria,Jos,2023,2.71212217020637e+18
NGA,Nigeria,Calabar,2023,3.587864275215201e+18
ZAF,South Africa,Johannesburg,2023,1.4583597466544822e+19
ZAF,South Africa,Cape Town,2023,3.502974094462928e+18
ZAF,South Africa,Durban,2023,4.815878608096543e+18
ZAF,South Africa,Pretoria,2023,1.0235506356334283e+19
ZAF,South Africa,Port Elizabeth,2023,1.8691234019392763e+18
ZAF,South Africa,Bloemfontein,2023,2.2596239319355776e+18
ZAF,South Africa,East London,2023,1.8126462234432166e+18
ZAF,South Africa,Soweto,2023,1.0411713356809703e+19
ZAF,South Africa,Pietermaritzburg,2023,4.4002718556673485e+18
ZAF,South Africa,Polokwane,2023,2.93561078240448e+18
ZAF,South Africa,Rustenburg,2023,4.924810082984774e+18
ZMB,Zambia,Lusaka,2023,3.53389174720669e+18
ZMB,Zambia,Kitwe,2023,3.7956407766993674e+18
ZMB,Zambia,Ndola,2023,3.8753713307473403e+18
ZMB,Zambia,Kabwe,2023,2.797131228746121e+18
ZMB,Zambia,Chingola,2023,3.7978257672828575e+18
ZMB,Zambia,Livingstone,2023,2.4124212416324255e+18
ZMB,Zambia,Solwezi,2023,4.125579993144027e+18
ZMB,Zambia,Mufulira,2023,3.715389161196137e+18
ZMB,Zambia,Luanshya,2023,3.7930622193954324e+18
ZWE,Zimbabwe,Harare,2023,3.7208204913027666e+18
ZWE,Zimbabwe,Bulawayo,2023,2.299111297499486e+18
ZWE,Zimbabwe,Chitungwiza,2023,3.3754630851885583e+18
ZWE,Zimbabwe,Mutare,2023,2.2003294395362747e+18
ZWE,Zimbabwe,Gweru,2023,2.1995021522406554e+18
ZWE,Zimbabwe,Kwekwe,2023,2.3440816335439165e+18
ZWE,Zimbabwe,Masvingo,2023,1.960496331173159e+18
ZWE,Zimbabwe,Chinhoyi,2023,2.9432431867758525e+18
ZWE,Zimbabwe,Kadoma,2023,2.6580468232856e+18
ZWE,Zimbabwe,Victoria Falls,2023,2.337166914052044e+18
ZWE,Zimbabwe,Redcliff,2023,2.2946947246971402e+18
ZWE,Zimbabwe,Norton,2023,3.3720337427601766e+18
ZWE,Zimbabwe,Hwange,2023,2.830765657108899e+18
ZWE,Zimbabwe,Victoria Falls,2023,2.337166914052044e+18
ZWE,Zimbabwe,Bulawayo,2023,2.299111297499486e+18
ZWE,Zimbabwe,Chegutu,2023,2.844812942567685e+18
ZWE,Zimbabwe,Kadoma,2023,2.6580468232856e+18
COM,Comoros,Moroni,2023,1.0461177448557556e+18
COM,Comoros,Mutsamudu,2023,1.03376366552045e+18
COM,Comoros,Fomboni,2023,1.051331648911041e+18
ERI,Eritrea,Asmara,2023,1.5955333475942976e+18
ERI,Eritrea,Keren,2023,1.7068237923077043e+18
ERI,Eritrea,Massawa,2023,1.7657505838798292e+18
GNQ,Equatorial Guinea,Malabo,2023,2.8902044890249513e+18
GNQ,Equatorial Guinea,Bata,2023,2.1421401637545562e+18
GNQ,Equatorial Guinea,Ebibeyin,2023,2.1120800571514e+18
GMB,Gambia,Banjul,2023,2.8267454179431127e+18
GMB,Gambia,Serekunda,2023,2.8213056773657876e+18
GMB,Gambia,Brikama,2023,2.845601042286961e+18
GIN,Guinea,Conakry,2023,3.2111949246296914e+18
GIN,Guinea,Kankan,2023,2.843185844807298e+18
GIN,Guinea,Kindia,2023,3.1983563344008366e+18
GIN,Guinea,Nzérékoré,2023,2.2222338022783616e+18
GIN,Guinea,Labe,2023,2.3938390150187766e+18
GIN,Guinea,Fria,2023,3.414782569414015e+18
GNB,Guinea-Bissau,Bissau,2023,2.4129359876796887e+18
GNB,Guinea-Bissau,Bafatá,2023,2.5059987037410903e+18
GNB,Guinea-Bissau,Gabú,2023,2.5948611245864e+18
NAM,Namibia,Windhoek,2023,1.6523992529584922e+18
NAM,Namibia,Walvis Bay,2023,1.3295802578084147e+18
NAM,Namibia,Swakopmund,2023,1.3639108360831726e+18
NAM,Namibia,Rundu,2023,2.723394209348135e+18
NAM,Namibia,Oshakati,2023,2.0165981680536596e+18
NAM,Namibia,Otjiwarongo,2023,1.5117904221590666e+18
NER,Niger,Niamey,2023,2.8146157723560817e+18
NER,Niger,Zinder,2023,2.1353504916154455e+18
NER,Niger,Maradi,2023,2.360373782323071e+18
NER,Niger,Agadez,2023,1.5771156052638572e+18
NER,Niger,Tahoua,2023,1.9297883703435295e+18
RWA,Rwanda,Kigali,2023,1.9774974442326753e+18
RWA,Rwanda,Huye,2023,1.7275493217000177e+18
RWA,Rwanda,Rubavu,2023,1.5516776681350674e+18
RWA,Rwanda,Musanze,2023,1.345333708524978e+18
RWA,Rwanda,Rusizi,2023,1.846116524451123e+18
STP,Sao Tome and Principe,São Tomé,2023,1.714787676409377e+18
STP,Sao Tome and Principe,Santo António,2023,1.7804477659422339e+18
STP,Sao Tome and Principe,Neves,2023,1.713940254415596e+18
SEN,Senegal,Ziguinchor,2023,2.4996444011944325e+18
SEN,Senegal,Tambacounda,2023,2.8507690240073047e+18
SEN,Senegal,Dakar,2023,3.9925532233161083e+18
SEN,Senegal,Thiès,2023,3.304435315743606e+18
SEN,Senegal,Saint-Louis,2023,1.6944285616493937e+18
SEN,Senegal,Kaolack,2023,2.7569037308771e+18
SLE,Sierra Leone,Freetown,2023,2.5920961745608873e+18
SLE,Sierra Leone,Bo,2023,2.6090631825946737e+18
SLE,Sierra Leone,Kenema,2023,2.590681421333541e+18
SLE,Sierra Leone,Makeni,2023,3.160936795934996e+18
SOM,Somalia,Mogadishu,2023,8.088958494025242e+17
SOM,Somalia,Hargeisa,2023,1.179875426361628e+18
SOM,Somalia,Bosaso,2023,1.306374718567215e+18
SOM,Somalia,Kismayo,2023,5.90981476382196e+17
SOM,Somalia,Baidoa,2023,6.74017570623363e+17
SSD,South Sudan,Juba,2023,3.1023790305808123e+18
SSD,South Sudan,Wau,2023,2.5790789280883046e+18
SSD,South Sudan,Malakal,2023,3.081283001647535e+18
SSD,South Sudan,Bor,2023,2.9978737772859484e+18
SDN,Sudan,Khartoum,2023,3.4971173685806013e+18
SDN,Sudan,Omdurman,2023,3.273096280613216e+18
SDN,Sudan,Port Sudan,2023,1.897069704696967e+18
SDN,Sudan,Nyala,2023,2.1254158804097213e+18
SDN,Sudan,Ed Damer,2023,2.074553111569472e+18
SDN,Sudan,El Obeid,2023,2.164646805061012e+18
SDN,Sudan,Kassala,2023,2.2201135132636987e+18
SDN,Sudan,Wad Madani,2023,2.6485020425238134e+18
SDN,Sudan,Kosti,2023,2.732476630359039e+18
SDN,Sudan,Rabak,2023,2.8039752658527124e+18
SDN,Sudan,El Obeid,2023,2.164646805061012e+18
SDN,Sudan,Sennar,2023,2.3928859140732856e+18
SDN,Sudan,Wad Madani,2023,2.6485020425238134e+18
SDN,Sudan,Kosti,2023,2.732476630359039e+18
SDN,Sudan,Rabak,2023,2.8039752658527124e+18
SDN,Sudan,Sennar,2023,2.3928859140732856e+18
TZA,Tanzania,Dar es Salaam,2023,1.958665246102268e+18
TZA,Tanzania,Dodoma,2023,1.5837750264021965e+18
TZA,Tanzania,Mwanza,2023,1.7062348559463823e+18
TZA,Tanzania,Arusha,2023,1.2642741668058463e+18
TZA,Tanzania,Zanzibar City,2023,1.302722657937796e+18
TZA,Tanzania,Mbeya,2023,1.9697321711162767e+18
TZA,Tanzania,Tabora,2023,1.8085750669222193e+18
TGO,Togo,Lomé,2023,2.919625682545815e+18
TGO,Togo,Sokodé,2023,2.790505662843908e+18
TGO,Togo,Kara,2023,2.8033005076642964e+18
TGO,Togo,Atakpamé,2023,2.978695815960741e+18
UGA,Uganda,Kampala,2023,2.3222094194034207e+18
UGA,Uganda,Entebbe,2023,1.6437720091067192e+18
UGA,Uganda,Jinja,2023,1.6070767666656655e+18
UGA,Uganda,Mbarara,2023,1.587344989737688e+18
UGA,Uganda,Gulu,2023,2.3857718646691983e+18
UGA,Uganda,Fort Portal,2023,1.6169624919728617e+18
AGO,Angola,Luanda,2024,4.956547299554715e+18
AGO,Angola,Benguela,2024,2.628045792972163e+18
